 ,Date,Observers,Note,Phase,Flowers on Ground (0-4),Nuts on Tree (0-4)?,Nuts on Ground?,% Canopy w/ Leaves,% of Leaves Green,,
35,17/05/2018,Ryan Smith,,,0,3,none,95,100,,
,,,,,,,,,,,
41,31/05/2018,RS,,,0,1,none,90,100,,
20,31/05/2018,RS,,,0,3,none,95,100,,
21,31/05/2018,RS,,,0,3,none,100,100,,
22,31/05/2018,RS,,,0,2,none,100,100,,
23,31/05/2018,RS,,,0,1,none,100,100,,
26,31/05/2018,RS,,,0,3,none,100,100,,
43,31/05/2018,RS,,,0,1,none,70,100,,
27,31/05/2018,RS,,,0,1,none,100,100,,
28,31/05/2018,RS,,,0,2,none,70,100,,
29,31/05/2018,RS,,,0,2,none,100,100,,
24,31/05/2018,RS,,,0,2,none,90,100,,
25,31/05/2018,RS,,,0,1,none,100,100,,
42,31/05/2018,RS,,,0,3,none,90,100,,
39,31/05/2018,RS,,,0,2,none,85,100,,
38,31/05/2018,RS,,,0,4,none,100,100,,
30,31/05/2018,RS,,,0,4,none,85,100,,
31,31/05/2018,RS,,,0,1,none,45,100,,
40,31/05/2018,RS,,,0,2,none,100,100,,
32,31/05/2018,RS,,,0,1,none,95,100,,
33,31/05/2018,RS,,,0,2,none,100,100,,
34,31/05/2018,RS,,,0,3,none,90,100,,
36,31/05/2018,RS,,,0,1,none,95,100,,
37,31/05/2018,RS,,,0,1,none,90,100,,
35,31/05/2018,RS,,,0,3,none,95,100,,
,,,,,,,,,,,
41,14/06/2018,RS,,,0,1,none,90,,,
20,14/06/2018,RS,,,0,3,none,100,,,
21,14/06/2018,RS,,,0,3,none,100,,,
22,14/06/2018,RS,,,0,1,none,100,,,
23,14/06/2018,RS,,,0,1,none,100,,,
26,14/06/2018,RS,,,0,3,none,100,,,
43,14/06/2018,RS,,,0,2,none,60,,,
22,14/06/2018,RS,,,0,1,none,95,,,
28,14/06/2018,RS,,,0,2,none,80,,,
29,14/06/2018,RS,Very hard to see canopy,,0,2,none,95,,,
24,14/06/2018,RS,,,0,1,none,100,,,
25,14/06/2018,RS,,,0,3,none,100,,,
42,14/06/2018,RS,Very hard to see canopy,,0,2,none,90,,,
39,14/06/2018,RS,,,0,2,none,95,,,
38,14/06/2018,RS,,,0,3,none,100,,,
30,14/06/2018,RS,,,0,2,none,95,,,
31,14/06/2018,RS,,,0,2,none,50,,,
40,14/06/2018,RS,,,0,2,none,90,,,
34,14/06/2018,RS,,,0,3,none,95,,,
33,14/06/2018,RS,,,0,2,none,95,,,
36,14/06/2018,RS,,,0,1,none,100,,,
37,14/06/2018,RS,,,0,2,none,90,,,
32,14/06/2018,RS,,,0,2,none,95,,,
35,14/06/2018,RS,,,0,3,none,95,,,
,,,,,,,,,,,
41,28/06/2018,"Jo, Barbara, Yeosi",,,0,1,none,95,100,,
20,28/06/2018,"Jo, Barbara, Yeosi",,,0,3,none,100,100,,
21,28/06/2018,"Jo, Barbara, Yeosi",,,0,3,none,100,100,,
22,28/06/2018,"Jo, Barbara, Yeosi",,,0,2,none,100,100,,
23,28/06/2018,"Jo, Barbara, Yeosi",,,0,1,none,100,100,,
26,28/06/2018,"Jo, Barbara, Yeosi",,,0,3,none,100,100,,
27,28/06/2018,"Jo, Barbara, Yeosi",,,0,2,none,100,100,,
28,28/06/2018,"Jo, Barbara, Yeosi",,,0,3,none,80,100,,
43,28/06/2018,"Jo, Barbara, Yeosi",,,0,2,none,85,100,,
29,28/06/2018,"Jo, Barbara, Yeosi",,,0,3,none,100,100,,
24,28/06/2018,"Jo, Barbara, Yeosi",,,0,2,none,95,100,,
25,28/06/2018,"Jo, Barbara, Yeosi",,,0,3,none,100,100,,
42,28/06/2018,"Jo, Barbara, Yeosi",,,0,2,none,100,100,,
39,28/06/2018,"Jo, Barbara, Yeosi",,,0,2,none,95,100,,
38,28/06/2018,"Jo, Barbara, Yeosi",,,0,2,none,100,100,,
30,28/06/2018,"Jo, Barbara, Yeosi",,,0,3,none,100,100,,
40,28/06/2018,"Jo, Barbara, Yeosi",,,0,2,none,95,100,,
31,28/06/2018,"Jo, Barbara, Yeosi",,,0,1,none,70,100,,
32,28/06/2018,"Jo, Barbara, Yeosi","Nuts in tree 1-2, more iike 2. Misa in front flowering",,0,2,none,100,100,,
33,28/06/2018,"Jo, Barbara, Yeosi",,,0,2,none,100,100,,
34,28/06/2018,"Jo, Barbara, Yeosi",,,0,2,none,100,100,,
36,28/06/2018,"Jo, Barbara, Yeosi",,,0,1,none,95,100,,
37,28/06/2018,"Jo, Barbara, Yeosi",,,0,2,none,95,100,,
35,28/06/2018,"Jo, Barbara, Yeosi",,,0,2,none,95,100,,
,,,,,,,,,,,
41,12/07/2018,RS,,,,,,,,,
20,12/07/2018,RS,,,0,2,none,100,100,,
21,12/07/2018,RS,,,0,3,none,100,100,,
22,12/07/2018,RS,,,0,1,none,100,100,,
23,12/07/2018,RS,,,0,1,none,100,100,,
26,12/07/2018,RS,,,0,3,none,100,100,,
43,12/07/2018,RS,,,0,2,none,65,100,,
27,12/07/2018,RS,,,0,1,none,100,100,,
28,12/07/2018,RS,"Leaves may be slightly yellowish, unsure",,0,3,none,80,100,,
29,12/07/2018,RS,,,0,3,none,100,100,,
24,12/07/2018,RS,,,0,3,none,95,100,,
25,12/07/2018,RS,,,0,3,none,95,100,,
42,12/07/2018,RS,,,0,2,none,95,100,,
39,,,,,,,,,,,
38,,,,,,,,,,,
30,,,,,,,,,,,
31,,,,,,,,,,,
40,,,,,,,,,,,
32,,,,,,,,,,,
33,,,,,,,,,,,
34,,,,,,,,,,,
36,,,,,,,,,,,
37,,,,,,,,,,,
35,,,,,,,,,,,
,,,,,,,,,,,
20,26/07/2018,RS,,,0,,none,95,100,,
21,26/07/2018,RS,,,0,,none,95,100,,
22,26/07/2018,RS,,,0,,none,90,100,,
23,26/07/2018,RS,,,0,,none,95,100,,
24,26/07/2018,RS,,,0,,none,100,100,,
25,26/07/2018,RS,,,0,,none,100,100,,
26,26/07/2018,RS,,,0,,none,50,100,,
27,26/07/2018,RS,,,0,,none,100,100,,
28,26/07/2018,RS,Looks slightly yellowish,,0,,none,70,100,,
29,26/07/2018,RS,,,0,,none,95,100,,
30,26/07/2018,RS,,,0,,none,95,100,,
31,26/07/2018,RS,leaves yellowing,,0,,none,55,95,,
32,26/07/2018,RS,,,0,,none,95,100,,
33,26/07/2018,RS,,,0,,none,100,100,,
34,26/07/2018,RS,few brown leaves,,0,,none,100,100,,
40,26/07/2018,RS,,,0,,none,95,100,,
39,26/07/2018,RS,leaves a little yellow,,0,,none,80,100,,
37,26/07/2018,RS,,,0,,none,95,100,,
36,26/07/2018,RS,,,0,,none,100,100,,
35,26/07/2018,RS,,,,,,,,,
38,26/07/2018,RS,,,0,,none,100,100,,
41,26/07/2018,RS,,,0,,none,85,95,,
42,26/07/2018,RS,,,0,,none,90,100,,
43,26/07/2018,RS,,,0,,none,50,100,,
,,,,,,,,,,,
41,07/08/2018,,,,0,,none,80,100,,
20,07/08/2018,,,,0,,none,100,100,,
21,07/08/2018,,,,0,,none,100,100,,
22,07/08/2018,,,,0,,none,100,100,,
23,07/08/2018,,,,0,,none,100,100,,
26,07/08/2018,,,,0,,none,100,100,,
43,07/08/2018,,leaves slightly yellow,,0,,none,55,100,,
27,07/08/2018,,,,0,,none,100,100,,
28,07/08/2018,,,,0,,none,70,100,,
29,07/08/2018,,,,0,,none,95,100,,
24,07/08/2018,,slightly yellowish leaves,,0,,none,90,100,,
25,07/08/2018,,,,0,,none,95,100,,
42,07/08/2018,,slightly yellowish leaves,,0,,none,80,100,,
39,07/08/2018,,few leaves definitely yellow,,0,,none,85,100,,
38,07/08/2018,,,,0,,none,95,100,,
30,07/08/2018,,,,0,,none,85,100,,
31,07/08/2018,,,,0,,none,60,100,,
40,07/08/2018,,,,0,,none,90,100,,
34,07/08/2018,,,,0,,none,95,100,,
33,07/08/2018,,,,0,,none,100,100,,
36,07/08/2018,,,,0,,none,100,100,,
37,07/08/2018,,,,0,,none,90,100,,
32,07/08/2018,,,,0,,none,95,100,,
35,07/08/2018,,,,0,,none,90,100,,
,,,,,,,,,,,
20,23/08/2018,,,,0,,none,95,100,,
21,23/08/2018,,,,0,,none,100,100,,
22,23/08/2018,,"coco abort, eaten on one side",,0,,none,100,100,,
23,23/08/2018,,,,0,,none,85,70,,
24,23/08/2018,,,,0,,none,95,95,,
25,23/08/2018,,,,0,,none,95,100,,
26,23/08/2018,,,,0,,none,100,95,,
27,23/08/2018,,,,0,,none,100,100,,
28,23/08/2018,,one coco. D... light. is greenish yellow,,0,,none,60,80,,
29,23/08/2018,,,,0,,none,95,95,,
30,23/08/2018,,A few leaves yellow,,0,,none,90,100,,
31,23/08/2018,,A few leaves yellow,,0,,none,65,100,,
32,23/08/2018,,,,0,,none,,,,
33,23/08/2018,,,,0,,none,100,100,,
34,23/08/2018,,,,0,,none,100,100,,
40,23/08/2018,,,,0,,none,95,100,,
39,23/08/2018,,,,0,,none,85,95,,
37,23/08/2018,,A few leaves yellow,,0,,none,95,100,,
36,23/08/2018,,,,0,,none,100,100,,
35,23/08/2018,,A few leaves yellow,,0,,none,100,95,,
38,23/08/2018,,,,0,,none,100,100,,
41,23/08/2018,,,,0,,none,85,90,,
42,23/08/2018,,,,0,,none,95,95,,
43,23/08/2018,,leaves slightly yellow,,0,,none,60,100,,
,,,,,,,,,,,
20,06/09/2018,,,,0,,none,95,100,,
21,06/09/2018,,,,0,,none,100,100,,
22,06/09/2018,,,,0,,none,100,100,,
23,06/09/2018,,,,0,,none,5,25,,
24,06/09/2018,,"some light green, some dark green",,0,,none,90,90,,
25,06/09/2018,,"some light green, some dark green",,0,,none,70,90,,
26,06/09/2018,,,,0,,none,75,60,,
27,06/09/2018,,,,0,,none,95,90,,
28,06/09/2018,,,,0,,none,5,50,,
29,06/09/2018,,hard to see,,0,,none,60,70,,
30,06/09/2018,,,,0,,none,85,90,,
31,06/09/2018,,,,0,,none,40,90,,
32,06/09/2018,,,,0,,none,1,10,,
33,06/09/2018,,"where there are no big leaves, small red leaves growing",,0,,none,15,20,,
34,06/09/2018,,slightly yellowish,,0,,none,95,80,,
40,06/09/2018,,,,0,,none,85,95,,
39,06/09/2018,,some leaves yelloish,,0,,none,90,95,,
37,06/09/2018,,mostly light yellow-green,,0,,none,80,90,,
36,06/09/2018,,,,0,,none,100,100,,
35,06/09/2018,,many light green,,0,,none,10,80,,
38,06/09/2018,,,,0,,none,100,100,,
41,06/09/2018,,,,0,,none,5,50,,
42,06/09/2018,,leaves greenish-yellow,,0,,none,20,70,,
43,06/09/2018,,,,0,,none,50,50,,
,,,,,,,,,,,
41,19/09/2018,"JR, DR",some leaves yellow and some brown,,0,3,none,50,0,,
20,19/09/2018,"JR, DR",one almost completely,,0,3,some,100,100,,
21,19/09/2018,"JR, DR",,,0,3,none,100,100,,
22,19/09/2018,"JR, DR",,,0,2,some,100,95,,
23,19/09/2018,"JR, DR",,,0,2,none,90,85,,
26,19/09/2018,"JR, DR",,,0,3,none,85,45,,
27,19/09/2018,"JR, DR",,,0,2,none,100,85,,
28,19/09/2018,"JR, DR",,,0,3,some,90,20,,
43,19/09/2018,"JR, DR",,,0,3,none,35,5,,
29,19/09/2018,"JR, DR",,,0,3,none,35,10,,
24,19/09/2018,"JR, DR",,,0,3,none,90,90,,
25,19/09/2018,"JR, DR",,,0,3,none,80,35,,
42,19/09/2018,"JR, DR",,,0,3,none,45,5,,
39,19/09/2018,"JR, DR",,,0,3,none,80,50,,
38,19/09/2018,"JR, DR",hard to see nuts on ground,,0,3,none,60,35,,
30,19/09/2018,"JR, DR",,,0,3,none,50,35,,
31,19/09/2018,"JR, DR",hard to see nuts on ground,,0,2,none,40,10,,
40,19/09/2018,"JR, DR",,,0,3,none,35,50,,
32,19/09/2018,"JR, DR",hard to see nuts on ground,,0,3,none,50,85,,
33,19/09/2018,"JR, DR",,,0,2,none,80,90,,
34,19/09/2018,"JR, DR",hard to see nuts,,0,3,none,85,85,,
36,19/09/2018,"JR, DR",counted only 8 nuts spread throughout tree,,0,2,none,25,25,,
37,19/09/2018,"JR, DR",needs a tag,,0,2,none,5,5,,
35,19/09/2018,"JR, DR",hard to see nuts,,0,3,none,90,90,,
,,,,,,,,,,,
41,02/10/2018,"JR, AM",,,0,2,none,100,100,,
20,02/10/2018,"JR, AM",,,0,3,none,90,90,,
21,02/10/2018,"JR, AM",We didn't account for the one new coco there was on the floor,,0,3,none,50,50,,
22,02/10/2018,"JR, AM",,,0,3,none,90,85,,
23,02/10/2018,"JR, AM",,,0,2,none,100,100,,
26,02/10/2018,"JR, AM",,,0,3,none,100,100,,
27,02/10/2018,"JR, AM",,,0,3,none,15,5,,
28,02/10/2018,"JR, AM",,,0,3,some,100,100,,
43,02/10/2018,"JR, AM",,,0,3,none,95,100,,
29,02/10/2018,"JR, AM",,,0,3,none,100,100,,
24,02/10/2018,"JR, AM",,,0,3,none,60,10,,
25,02/10/2018,"JR, AM",,,0,3,few,100,100,,
42,02/10/2018,"JR, AM",,,0,3,none,100,100,,
39,02/10/2018,"JR, AM",,,0,3,none,95,10,,
38,02/10/2018,"JR, AM",,,0,3,none,100,90,,
30,02/10/2018,"JR, AM",,,0,3,none,100,95,,
31,02/10/2018,"JR, AM",,,0,2,none,80,5,,
40,02/10/2018,"JR, AM",,,0,3,none,95,95,,
32,02/10/2018,"JR, AM",,,0,3,none,95,100,,
35,02/10/2018,"JR, AM",,,0,3,none,100,100,,
33,02/10/2018,"JR, AM",,,0,3,none,100,100,,
34,02/10/2018,"JR, AM",,,0,3,none,100,95,,
36,02/10/2018,"JR, AM",,,0,2,none,100,90,,
37,02/10/2018,"JR, AM",,,0,2,none,95,100,,
,,,,,,,,,,,
41,16/10/2018,"JR, AR",,,0,3,none,95,100,,
20,16/10/2018,"JR, AR",,,0,3,none,75,25,,
21,16/10/2018,"JR, AR",,,0,3,some,90,50,,
22,16/10/2018,"JR, AR",,,0,3,some,100,100,,
23,16/10/2018,"JR, AR",,,0,2,none,100,100,,
26,16/10/2018,"JR, AR",,,0,4,none,100,100,,
27,16/10/2018,"JR, AR",,,0,3,some,90,100,,
28,16/10/2018,"JR, AR",,,0,3,some,100,100,,
43,16/10/2018,"JR, AR",,,0,3,none,95,100,,
29,16/10/2018,"JR, AR",,,0,3,none,100,100,,
24,16/10/2018,"JR, AR",,,0,3,none,100,100,,
25,16/10/2018,"JR, AR",,,0,3,some,100,100,,
42,16/10/2018,"JR, AR",,,0,3,some,100,100,,
39,16/10/2018,"JR, AR",,,0,3,none,100,100,,
38,16/10/2018,"JR, AR",,,0,3,none,100,100,,
30,16/10/2018,"JR, AR",,,0,3,none,95,100,,
31,16/10/2018,"JR, AR",,,0,3,none,60,100,,
40,16/10/2018,"JR, AR",,,0,3,none,95,100,,
32,16/10/2018,"JR, AR",,,0,3,none,100,100,,
33,16/10/2018,"JR, AR",,,0,3,none,100,100,,
34,16/10/2018,"JR, AR",,,0,3,none,100,100,,
36,16/10/2018,"JR, AR",,,0,2,none,100,100,,
37,16/10/2018,"JR, AR",,,0,3,none,100,100,,
35,16/10/2018,"JR, AR",,,0,3,none,100,100,,
,,,,,,,,,,,
41,30/10/2018,"JR, AM",,,0,3,none,95,100,,
20,30/10/2018,"JR, AM",,,0,3,none,95,100,,
21,30/10/2018,"JR, AM",,,0,3,some,100,100,,
22,30/10/2018,"JR, AM",,,0,3,some,100,100,,
23,30/10/2018,"JR, AM",,,0,2,none,100,100,,
26,30/10/2018,"JR, AM",,,0,4,none,100,100,,
27,30/10/2018,"JR, AM",,,0,3,somer,100,100,,
28,30/10/2018,"JR, AM",,,0,3,some,100,100,,
43,30/10/2018,"JR, AM",,,3,3,none,95,100,,
29,30/10/2018,"JR, AM",,,0,3,some,100,100,,
24,30/10/2018,"JR, AM",,,1,3,none,100,100,,
25,30/10/2018,"JR, AM",,,0,3,some,100,100,,
42,30/10/2018,"JR, AM",,,0,3,none,100,100,,
39,30/10/2018,"JR, AM",,,0,3,none,100,100,,
38,30/10/2018,"JR, AM",,,0,3,none,10,100,,
30,30/10/2018,"JR, AM",,,0,3,none,90,100,,
31,30/10/2018,"JR, AM",,,0,3,none,60,100,,
40,30/10/2018,"JR, AM",,,0,3,none,100,100,,
32,30/10/2018,"JR, AM",,,0,3,some,95,100,,
33,30/10/2018,"JR, AM",,,0,3,some,100,100,,
34,30/10/2018,"JR, AM",,,0,3,some,100,100,,
36,30/10/2018,"JR, AM",,,0,2,none,100,100,,
37,30/10/2018,"JR, AM",,,0,3,none,100,100,,
35,30/10/2018,"JR, AM",,,0,3,some,100,100,,
,,,,,,,,,,,
20,16/11/2018,GG,,N,0,3,None,100,100,,
21,16/11/2018,GG,,N,0,3,None,100,100,,
22,16/11/2018,GG,,D,0,0,None,100,100,,
23,16/11/2018,GG,,F,2,0,None,100,100,,
24,16/11/2018,GG,,NA,0,3,None,100,100,,
25,16/11/2018,GG,,N,0,2,None,100,100,,
26,16/11/2018,GG,,F,2,2,None,100,100,,
27,16/11/2018,GG,,N,0,1,None,100,100,,
28,16/11/2018,GG,,N,0,2,None,100,100,,
29,16/11/2018,GG,,N,0,2,None,100,100,,
30,16/11/2018,GG,,N,0,2,None,100,100,,
31,16/11/2018,GG,,N,0,2,None,70,100,,
32,16/11/2018,GG,,N,0,2,None,100,100,,
33,16/11/2018,GG,,F,2,1,None,100,100,,
34,16/11/2018,GG,several immature/old/small nuts ?,N,0,2,None,100,100,,
40,16/11/2018,GG,,N,0,1,None,100,100,,
39,16/11/2018,GG,,N,0,2,None,100,100,,
37,16/11/2018,GG,,N,0,1,None,100,100,,
36,16/11/2018,GG,,D,0,0,None,100,100,,
35,16/11/2018,GG,,F,2,3,None,95,100,,
38,16/11/2018,GG,,N,0,3,None,100,100,,
41,16/11/2018,GG,,F,2,1,None,95,100,,
42,16/11/2018,GG,nearby misa w/ old & new flowers,N,0,2,None,100,100,,
43,16/11/2018,GG,misa? Nearby w/ flowers,N,0,1,None,100,100,,
,,,,,,,,,,,
20,29/11/2018,"JR, LC",,N,0,2,None,100,100,,
21,29/11/2018,"JR, LC",,G,0,3,Some,100,100,,
22,29/11/2018,"JR, LC",,N,0,1,None,100,100,,
23,29/11/2018,"JR, LC",,F,4,0,None,100,100,,
24,29/11/2018,"JR, LC",,F,1,3,None,100,100,,
25,29/11/2018,"JR, LC",,G,3,3,Some,100,100,,
26,29/11/2018,"JR, LC",,F,3,3,None,100,100,,
27,29/11/2018,"JR, LC",,N,0,3,None,100,100,,
28,29/11/2018,"JR, LC",,F,2,3,None,100,100,,
29,29/11/2018,"JR, LC",,N,0,3,None,95,100,,
30,29/11/2018,"JR, LC",,N,0,3,None,95,100,,
31,29/11/2018,"JR, LC",,N,0,3,None,75,100,,
32,29/11/2018,"JR, LC",,F,3,3,None,95,100,,
33,29/11/2018,"JR, LC",,F,1,3,None,100,100,,
34,29/11/2018,"JR, LC",,F,1,3,None,100,100,,
40,29/11/2018,"JR, LC",,F,1,3,None,90,100,,
39,29/11/2018,"JR, LC",,N,0,3,None,90,100,,
37,29/11/2018,"JR, LC",,G,0,3,Some,95,100,,
36,29/11/2018,"JR, LC",,F,2,2,None,95,100,,
35,29/11/2018,"JR, LC",,F,3,3,None,95,100,,
38,29/11/2018,"JR, LC",,N,0,3,None,95,100,,
41,29/11/2018,"JR, LC",,F,3,2,None,95,100,,
42,29/11/2018,"JR, LC",,G,3,3,Some,100,100,,
43,29/11/2018,"JR, LC",,F,2,3,None,95,100,,
,,,,,,,,,,,
20,13/12/2018,"JR, LC",,N,0,3,None,95,100,,
21,13/12/2018,"JR, LC",,G,0,3,Some,100,100,,
22,13/12/2018,"JR, LC",,N,0,1,None,100,100,,
23,13/12/2018,"JR, LC",,G,3,1,Some,100,100,,
24,13/12/2018,"JR, LC",,G,3,3,Some,100,100,,
25,13/12/2018,"JR, LC",,G,3,3,Some,100,100,,
26,13/12/2018,"JR, LC",,G,3,3,Many,100,100,,
27,13/12/2018,"JR, LC",,F,1,3,None,100,100,,
28,13/12/2018,"JR, LC",,F,3,3,None,100,100,,
29,13/12/2018,"JR, LC",,F,2,3,None,100,100,,
30,13/12/2018,"JR, LC",,F,3,3,None,90,100,,
31,13/12/2018,"JR, LC",,F,3,3,None,70,100,,
32,13/12/2018,"JR, LC",,F,3,3,None,95,100,,
33,13/12/2018,"JR, LC",,F,3,3,None,95,100,,
34,13/12/2018,"JR, LC",,F,2,3,None,100,100,,
40,13/12/2018,"JR, LC",,F,2,2,None,90,100,,
39,13/12/2018,"JR, LC",,F,2,3,None,95,100,,
37,13/12/2018,"JR, LC",,F,3,3,None,95,100,,
36,13/12/2018,"JR, LC",,F,2,2,None,95,100,,
35,13/12/2018,"JR, LC",,NA,NA,NA,NA,NA,NA,,
38,13/12/2018,"JR, LC",,G,3,3,Some,100,100,,
41,13/12/2018,"JR, LC",,F,3,3,None,95,100,,
42,13/12/2018,"JR, LC",,G,3,3,Many,100,100,,
43,13/12/2018,"JR, LC",,F,3,3,None,100,100,,
,,,,,,,,,,,
20,27/12/2018,LC,,G,3,3,Some (2),100,100,,
21,27/12/2018,LC,,G,3,3,Some (1),100,100,,
22,27/12/2018,LC,,F,3,2,None,100,100,,
23,27/12/2018,LC,,G,1,1,Some (1),100,100,,
24,27/12/2018,LC,,G,3,3,Some (8),95,100,,
25,27/12/2018,LC,,G,3,3,Some (11),100,100,,
26,27/12/2018,LC,,G,2,3,Many,100,100,,
27,27/12/2018,LC,,F,3,3,None,95,100,,
28,27/12/2018,LC,,G,2,2,Many (16),100,100,,
29,27/12/2018,LC,,G,2,3,Some (10),100,100,,
30,27/12/2018,LC,,F,1,3,None,90,100,,
31,27/12/2018,LC,,F,3,3,None,70,100,,
32,27/12/2018,LC,,F,1,3,None,95,100,,
33,27/12/2018,LC,,F,1,3,None,90,100,,
34,27/12/2018,LC,,F,2,3,None,100,100,,
40,27/12/2018,LC,,F,1,0,None,95,100,,
39,27/12/2018,LC,,F,1,3,None,90,100,,
37,27/12/2018,LC,,G,2,2,Some (2),100,100,,
36,27/12/2018,LC,,F,3,1,None,95,100,,
35,27/12/2018,LC,,G,0,2,Some (3),90,100,,
38,27/12/2018,LC,,G,2,1,Some (3),95,100,,
41,27/12/2018,LC,,F,2,3,None,95,100,,
42,27/12/2018,LC,,G,3,1,Many (32),100,100,,
43,27/12/2018,LC,,F,3,3,None,90,100,,
,,,,,,,,,,,
41,09/01/2019,LC,,G,1,3,Some (1),90,100,,
20,09/01/2019,LC,,G,4,3,Many (42),100,100,,
21,09/01/2019,LC,,G,3,3,Many (37),100,100,,
22,09/01/2019,LC,,F,3,1,None,100,100,,
23,09/01/2019,LC,,G,0,1,Some (1),100,100,,
26,09/01/2019,LC,,G,0,2,Many (69),100,100,,
27,09/01/2019,LC,,F,2,3,None,100,100,,
28,09/01/2019,LC,,G,1,2,Many (77),100,100,,
43,09/01/2019,LC,,G,2,3,Some (2),95,100,,
29,09/01/2019,LC,,G,1,2,Many (56),100,100,,
24,09/01/2019,LC,,G,2,1,Many (48),100,100,,
25,09/01/2019,LC,,G,2,1,Many (78),100,100,,
42,09/01/2019,LC,,G,1,1,Many (54),95,100,,
39,09/01/2019,LC,,G,2,3,Some (1),95,100,,
38,09/01/2019,LC,,G,2,1,Some (1),100,100,,
30,09/01/2019,LC,,F,2,3,None,85,100,,
31,09/01/2019,LC,,F,1,3,None,75,100,,
40,09/01/2019,LC,,F,1,0,None,95,100,,
33,09/01/2019,LC,,N,0,3,None,90,100,,
34,09/01/2019,LC,,G,1,3,Some (3),100,100,,
36,09/01/2019,LC,,F,2,1,None,95,100,,
37,09/01/2019,LC,,G,2,2,Some (2),95,10,,
32,09/01/2019,LC,,F,1,1,None,90,100,,
35,09/01/2019,LC,,N,0,1,None,90,100,,
,,,,,,,,,,,
41,23/01/2019,"LC, ZW, ML",,G,0,1,Some (3),90,100,,
20,23/01/2019,"LC, ZW, ML",,G,3,3,Many (56),100,100,,
21,23/01/2019,"LC, ZW, ML",,G,4,3,Many (103),100,100,,
22,23/01/2019,"LC, ZW, ML",,G,3,3,Some (6),100,100,,
23,23/01/2019,"LC, ZW, ML",,N,0,1,None,100,100,,
26,23/01/2019,"LC, ZW, ML",,G,0,1,Many (39),100,100,,
27,23/01/2019,"LC, ZW, ML",,G,3,3,Many (20),100,100,,
28,23/01/2019,"LC, ZW, ML",,G,2,2,Many (125),95,100,,
43,23/01/2019,"LC, ZW, ML",,G,2,3,Some (2),90,100,,
29,23/01/2019,"LC, ZW, ML",,G,1,1,Many (104),95,100,,
24,23/01/2019,"LC, ZW, ML",,G,1,3,Many (46),100,100,,
25,23/01/2019,"LC, ZW, ML",,G,1,1,Many (77),100,100,,
42,23/01/2019,"LC, ZW, ML",,G,0,2,Many (54),100,100,,
39,23/01/2019,"LC, ZW, ML",,G,1,3,Some (1),100,100,,
38,23/01/2019,"LC, ZW, ML",,G,1,0,Some (3),100,100,,
30,23/01/2019,"LC, ZW, ML",,G,0,3,Some (1),95,100,,
31,23/01/2019,"LC, ZW, ML",,G,0,3,Some (1),70,100,,
40,23/01/2019,"LC, ZW, ML",,D,0,0,None,90,100,,
33,23/01/2019,"LC, ZW, ML",,G,0,3,Some (2),100,100,,
34,23/01/2019,"LC, ZW, ML",,G,2,1,Some (2),100,100,,
36,23/01/2019,"LC, ZW, ML",,F,1,2,None,95,100,,
37,23/01/2019,"LC, ZW, ML",,G,2,1,Some (2),100,100,,
32,23/01/2019,"LC, ZW, ML",,N,0,2,None,95,100,,
35,23/01/2019,"LC, ZW, ML",,G,0,1,Some (2),95,100,,
,,,,,,,,,,,
41,06/02/2019,ZW,,N,0,1,None,90,100,,
20,06/02/2019,ZW,,G,1,1,Many (65),100,100,,
21,06/02/2019,ZW,,G,2,2,Many (71),100,100,,
22,06/02/2019,ZW,,G,2,3,Some (5),100,100,,
23,06/02/2019,ZW,,D,0,0,None,100,100,,
26,06/02/2019,ZW,,G,0,2,Many (32),100,100,,
27,06/02/2019,ZW,,G,1,2,Many (38),100,100,,
28,06/02/2019,ZW,,G,2,1,Many (58),100,100,,
43,06/02/2019,ZW,,G,1,3,Some (5),90,100,,
29,06/02/2019,ZW,,G,0,1,Many (65),100,100,,
24,06/02/2019,ZW,,G,0,1,Many (30),100,100,,
25,06/02/2019,ZW,,G,1,0,Many (77),100,100,,
42,06/02/2019,ZW,,G,0,1,Many (47),100,100,,
39,06/02/2019,ZW,,G,0,2,Some (1),100,100,,
38,06/02/2019,ZW,,D,0,0,Some (2),100,100,,
30,06/02/2019,ZW,,N,0,1,None,95,100,,
31,06/02/2019,ZW,,G,0,3,Some (3),70,100,,
40,06/02/2019,ZW,,F,1,0,None,90,100,,
33,06/02/2019,ZW,,N,0,2,None,95,100,,
34,06/02/2019,ZW,,G,1,0,Some (5),100,100,,
36,06/02/2019,ZW,,N,0,1,None,100,100,,
37,06/02/2019,ZW,,D,0,0,Some (3),100,100,,
32,06/02/2019,ZW,,F,1,3,None,100,100,,
35,06/02/2019,ZW,,N,0,1,Some (1),95,100,,
,,,,,,,,,,,
41,20/02/2019,"LC, ZW",brazil nut harvest started 2/12,N,0,1,None,95,100,,
20,20/02/2019,"LC, ZW",,N,0,1,None,100,100,,
21,20/02/2019,"LC, ZW",some brown leaves,G,1,0,Some (1),100,100,,
22,20/02/2019,"LC, ZW",,G,0,2,Some (4),100,100,,
23,20/02/2019,"LC, ZW",some brown leaves,N,0,1,None,100,100,,
26,20/02/2019,"LC, ZW",,G,0,0,Some (2),100,100,,
27,20/02/2019,"LC, ZW",,G,1,2,Some (3),100,100,,
28,20/02/2019,"LC, ZW",,F,2,1,None,95,100,,
